,Advice.to.Sr..Management,Advice_to_management,sentiment,Polarity,Subjectivity,sentiment_txt
471,The grass is not always greener when considering outside hires.  Reward your loyal and productive employees with chances to advance.,The grass is not always greener when considering outside hires.  Reward your loyal and productive employees with chances to advance.,"Sentiment(polarity=0.16666666666666666, subjectivity=0.4416666666666667)",0.0,0.0,neu
472,,nan,"Sentiment(polarity=0.0, subjectivity=0.0)",0.1875,0.4583333333333333,pos
473,Get a better performance recognition program that has structure.  Upper management seems to only recognize their favorites and not the effort that was put into a project when handing out bonuses.  Look at the performance & skills of the shared services management.  None of them know the first thing about developing employees and they hide in their offices and are nowhere to be found.,Get a better performance recognition program that has structure.  Upper management seems to only recognize their favorites and not the effort that was put into a project when handing out bonuses.  Look at the performance & skills of the shared services management.  None of them know the first thing about developing employees and they hide in their offices and are nowhere to be found.,"Sentiment(polarity=0.1875, subjectivity=0.4583333333333333)",-0.08333333333333333,0.08333333333333334,neg
474,You must innovate and move faster.  Be less political.,You must innovate and move faster.  Be less political.,"Sentiment(polarity=-0.08333333333333333, subjectivity=0.08333333333333334)",0.7,0.6000000000000001,pos
475,"Favor substance over process, eliminate the computer-model driven reviews and quit marginalizing good workers, empower middle-management","Favor substance over process, eliminate the computer-model driven reviews and quit marginalizing good workers, empower middle-management","Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.0,0.0,neu
476,Need to give your UX team room to grow.,Need to give your UX team room to grow.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
477,get a handle on the corporate politics.  get off the outsourcing/offshoring bandwagon.,get a handle on the corporate politics.  get off the outsourcing/offshoring bandwagon.,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.175,0.545,neg
478,"Listen to your PEONS. They know more than you think. WE are the ones talking to the customers, NOT YOU. You talk among yourselves about money and layoffs, we talk among each other about ways to improve processes. I just WISH I was in a position to make changes. The company would stop wasting time and money on stupid repetitive processes they pay us to do everyday, and these processes would be automated.","Listen to your PEONS. They know more than you think. WE are the ones talking to the customers, NOT YOU. You talk among yourselves about money and layoffs, we talk among each other about ways to improve processes. I just WISH I was in a position to make changes. The company would stop wasting time and money on stupid repetitive processes they pay us to do everyday, and these processes would be automated.","Sentiment(polarity=-0.175, subjectivity=0.545)",0.5,0.5,pos
479,Encourage staff more and recognize the efforts of all staff.,Encourage staff more and recognize the efforts of all staff.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.4166666666666667,0.5,pos
480,They were fine. No comments.,They were fine. No comments.,"Sentiment(polarity=0.4166666666666667, subjectivity=0.5)",-0.4,0.4,neg
481,"Lean Six Sigma is broken, as some solutions are not implemented.","Lean Six Sigma is broken, as some solutions are not implemented.","Sentiment(polarity=-0.4, subjectivity=0.4)",0.0,0.0,neu
482,Add metrics for 'speed' and customer perspective; establish a formal training and performance improvement organization; fill some senior exec roles from within,Add metrics for 'speed' and customer perspective; establish a formal training and performance improvement organization; fill some senior exec roles from within,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.04365079365079366,0.3626984126984127,neg
483,Too much of a good-old boy network.  CEO needs to step down and take some of his cronies with him.  Doubtful that company will be able to succeed in an increasingly competitive global marketplace as long as it continues to rely on advice of same senior managers.,Too much of a good-old boy network.  CEO needs to step down and take some of his cronies with him.  Doubtful that company will be able to succeed in an increasingly competitive global marketplace as long as it continues to rely on advice of same senior managers.,"Sentiment(polarity=-0.04365079365079366, subjectivity=0.3626984126984127)",0.1,0.15000000000000002,pos
484,Give real P&L responsibility to executives with digital experience,Give real P&L responsibility to executives with digital experience,"Sentiment(polarity=0.1, subjectivity=0.15000000000000002)",0.06818181818181818,0.22727272727272727,pos
485,"New Corporate Leadership, commit to a pay for performance culture, walk the walk","New Corporate Leadership, commit to a pay for performance culture, walk the walk","Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727)",0.8,0.9,pos
486,Offer competitive salaries for experienced professionals. Invest in promoted leadership to develop mgmt skills.,Offer competitive salaries for experienced professionals. Invest in promoted leadership to develop mgmt skills.,"Sentiment(polarity=0.8, subjectivity=0.9)",-0.14583333333333334,0.35416666666666663,neg
487,Take a hard look at favoritism dynamic.,Take a hard look at favoritism dynamic.,"Sentiment(polarity=-0.14583333333333334, subjectivity=0.35416666666666663)",0.315625,0.725,pos
488,"it doesn't take a lot to show appreciation to your staff or team members.  Appreciation does not always have to be a higher wage, but kind words, encouragements, little gifts or tokens, a nice note, etc.","it doesn't take a lot to show appreciation to your staff or team members.  Appreciation does not always have to be a higher wage, but kind words, encouragements, little gifts or tokens, a nice note, etc.","Sentiment(polarity=0.315625, subjectivity=0.725)",0.0,0.0,neu
489,Walk the talk.,Walk the talk.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
490,get on board with textbook rentals,get on board with textbook rentals,"Sentiment(polarity=0.0, subjectivity=0.0)",0.14999999999999997,0.39999999999999997,pos
491,Pay attention to your employees. You let a lot of good people go for the sake of keeping those that have been there a long time picking their noses and depending on others to trouble shoot and work.,Pay attention to your employees. You let a lot of good people go for the sake of keeping those that have been there a long time picking their noses and depending on others to trouble shoot and work.,"Sentiment(polarity=0.14999999999999997, subjectivity=0.39999999999999997)",0.0,0.0,neu
